#,T,I,T,L,E
K,E,Y
V,A,L,U,E
S,W,M,H
d_salzburg,d_salzburg_adj,,Salzburgische
d_salzburg,greek,,Iuvavum
d_salzburg,roman,,Iuvavum
d_salzburg,foa,,FE_FOA
d_salzburg,title,,FE
d_salzburg,title_prefix,,FE_OF
c_salzburg,PROV448,,Salzburg
c_salzburg,c_salzburg,,
c_salzburg,c_salzburg_adj,,Salzburgian
c_salzburg,greek,,Iuvavum
c_salzburg,roman,,Iuvavum
b_salzburg,b_salzburg,,Salzburg
b_salzburg,b_salzburg_adj,,
b_salzburg,greek,,Iuvavon
b_salzburg,roman,,Iuvavum
b_durmberg,b_durmberg,,Dürmberg
b_durmberg,b_durmberg_adj,,
b_waging,b_waging,,Waging
b_waging,b_waging_adj,,
b_berchtesgaden,b_berchtesgaden,,Berchtesgaden
b_berchtesgaden,b_berchtesgaden_adj,,
b_tittmoning,b_tittmoning,,Tittmoning
b_tittmoning,b_tittmoning_adj,,
d_osterreich,d_osterreich,,Österreich
d_osterreich,d_osterreich_adj,,Österreichische
d_osterreich,greek,,Noricum Ripense
d_osterreich,roman,,Noricum Ripense
c_osterreich,PROV449,,Österreich
c_osterreich,c_osterreich,,
c_osterreich,c_osterreich_adj,,Österreicher
c_osterreich,greek,,Ouindobouna
c_osterreich,roman,,Vindobona
c_osterreich,foa,,MARGRAVE_FOA
c_osterreich,title,,MARGRAVE
c_osterreich,title_female,,MARGRAVINE
c_osterreich,title_prefix,,MARGRAVE_OF
b_pochlarn,b_pochlarn,,Pöchlarn
b_pochlarn,b_pochlarn_adj,,
b_wien,b_wien,,Wien
b_wien,b_wien_adj,,
b_wien,greek,,Ouindobouna
b_wien,roman,,Vindobona
b_melk,b_melk,,Melk
b_melk,b_melk_adj,,
b_raabs,b_raabs,,Raabs
b_raabs,b_raabs_adj,,
b_klosterneuburg,b_klosterneuburg,,Klosterneuburg
b_klosterneuburg,b_klosterneuburg_adj,,
b_stpolten,b_stpolten,,Stpolten
b_stpolten,b_stpolten_adj,,
b_stpolten,greek,,Cetium
b_stpolten,roman,,Cetium
c_innsbruck,PROV359,,Traungau
c_innsbruck,c_innsbruck,,
c_innsbruck,c_innsbruck_adj,,Innsbruckian
b_steyr,b_steyr,,Steyr
b_steyr,b_steyr_adj,,
b_linz,b_linz,,Linz
b_linz,b_linz_adj,,
b_linz,greek,,Lentia
b_linz,roman,,Lentia
b_lambach,b_lambach,,Lambach
b_lambach,b_lambach_adj,,
b_schaunberg,b_schaunberg,,Schaunberg
b_schaunberg,b_schaunberg_adj,,
b_kremsmunster,b_kremsmunster,,Kremsmunster
b_kremsmunster,b_kremsmunster_adj,,
c_kuenring,PROV1264,,Kuenring
c_kuenring,c_kuenring,,
c_kuenring,c_kuenring_adj,,Küenringische
b_kuhenring,b_kuhenring,,Kuhenring
b_kuhenring,b_kuhenring_adj,,
b_zwettl,b_zwettl,,Zwettl
b_zwettl,b_zwettl_adj,,
b_krems,b_krems,,Krems
b_krems,b_krems_adj,,
c_pitten,PROV972,,Pitten
c_pitten,c_pitten,,
c_pitten,c_pitten_adj,,Pittische
b_pitten,b_pitten,,Pitten
b_pitten,b_pitten_adj,,
b_neunkirchen,b_neunkirchen,,Neunkirchen
b_neunkirchen,b_neunkirchen_adj,,
b_wienerneustadt,b_wienerneustadt,,Wienerneustadt
b_wienerneustadt,b_wienerneustadt_adj,,
d_styria,d_styria,,Steiermark
d_styria,d_styria_adj,,Steierisch
c_steiermark,PROV455,,Steiermark
c_steiermark,c_steiermark,,
c_steiermark,c_steiermark_adj,,Steiermarkian
c_steiermark,foa,,MARGRAVE_FOA
c_steiermark,title,,MARGRAVE
c_steiermark,title_female,,MARGRAVINE
c_steiermark,title_prefix,,MARGRAVE_OF
b_eppenstein,b_eppenstein,,Eppenstein
b_eppenstein,b_eppenstein_adj,,
b_graz,b_graz,,Graz
b_graz,b_graz_adj,,
b_seckau,b_seckau,,Seckau
b_seckau,b_seckau_adj,,
b_stubing,b_stubing,,Stübing
b_stubing,b_stubing_adj,,
b_admont,b_admont,,Admont
b_admont,b_admont_adj,,
c_celje,PROV1317,,Celje
c_celje,c_celje,,
c_celje,c_celje_adj,,Celjen
c_celje,greek,,Keleia
c_celje,roman,,Celeia
b_sanneck,b_sanneck,,Sanneck
b_sanneck,b_sanneck_adj,,
b_celje,b_celje,,Celje
b_celje,b_celje_adj,,
b_celje,greek,,Keleia
b_celje,roman,,Celeia
b_lavant,b_lavant,,Lavant
b_lavant,b_lavant_adj,,
b_soune,b_soune,,Soune
b_soune,b_soune_adj,,
k_schwaben,k_schwaben,,Schwaben
k_schwaben,k_schwaben_adj,,Schwäbische
k_schwaben,name_tier,,duke
d_augsburg,d_augsburg,,Augsburg
d_augsburg,d_augsburg_adj,,Augsburgische
d_augsburg,foa,,FE_FOA
d_augsburg,title,,FE
d_augsburg,title_prefix,,FE_OF
c_augsburg,PROV955,,Augsburg
c_augsburg,c_augsburg,,
c_augsburg,c_augsburg_adj,,Augsburgische
c_augsburg,greek,,Augousta Ouendelikon
c_augsburg,roman,,Augusta Vindelicum
b_augsburg,b_augsburg,,Augsburg
b_augsburg,b_augsburg_adj,,
b_augsburg,greek,,Augousta Ouendelikon
b_augsburg,roman,,Augusta Vindelicum
b_donauworth,b_donauworth,,Donauwörth
b_donauworth,b_donauworth_adj,,
b_benediktbeuern,b_benediktbeuern,,Benediktbeuern
b_benediktbeuern,b_benediktbeuern_adj,,
d_baden,d_baden,,Baden
d_baden,d_baden_adj,,Badenian
d_baden,foa,,MARGRAVE_FOA
d_baden,title,,MARGRAVE
d_baden,title_female,,MARGRAVINE
d_baden,title_prefix,,MARGRAVE_OF
c_baden,PROV125,,Baden
c_baden,c_baden,,
c_baden,c_baden_adj,,Badenian
b_baden,b_baden,,Baden
b_baden,b_baden_adj,,
b_hodenhagen,b_hodenhagen,,Hodenhagen
b_hodenhagen,b_hodenhagen_adj,,
b_pforzheim,b_pforzheim,,Pforzheim
b_pforzheim,b_pforzheim_adj,,
b_durlach,b_durlach,,Durlach
b_durlach,b_durlach_adj,,
b_backnang,b_backnang,,Backnang
b_backnang,b_backnang_adj,,
c_eberstein,PROV1030,,Eberstein
c_eberstein,c_eberstein,,
c_eberstein,c_eberstein_adj,,Ebersteinische
b_eberstein,b_eberstein,,Eberstein
b_eberstein,b_eberstein_adj,,
b_gernsbach,b_gernsbach,,Gernsbach
b_gernsbach,b_gernsbach_adj,,
c_breisgau,PROV250,,Breisgau
c_breisgau,c_breisgau,,
c_breisgau,c_breisgau_adj,,Breisgauer
b_freiburg,b_freiburg,,Freiburg
b_freiburg,b_freiburg_adj,,
b_stblasien,b_stblasien,,Sankt Blasien
b_stblasien,b_stblasien_adj,,
b_offenburg,b_offenburg,,Offenburg
b_offenburg,b_offenburg_adj,,
b_schaffhausen,b_schaffhausen,,Schaffhausen
b_schaffhausen,b_schaffhausen_adj,,
d_chur,d_chur,,Chur
d_chur,d_chur_adj,,Churische
d_chur,greek,,Curia
d_chur,roman,,Curia
d_chur,foa,,FE_FOA
d_chur,title,,FE
d_chur,title_prefix,,FE_OF
c_chur,PROV247,,Chur
c_chur,c_chur,,Churian
c_chur,c_chur_adj,,Churische
c_chur,greek,,Curia
c_chur,roman,,Curia
b_chur,b_chur,,Chur
b_chur,b_chur_adj,,
b_chur,greek,,Curia
b_chur,roman,,Curia
b_davos,b_davos,,Davos
b_davos,b_davos_adj,,
b_glurns,b_glurns,,Glurns
b_glurns,b_glurns_adj,,
d_alsace,d_alsace,,Alsace
d_alsace,d_alsace_adj,,Alsatian
d_alsace,dutch,,Elzas
d_alsace,frankish,,Alsace
d_alsace,german,,Elsass
c_nordgau,PROV126,,Nordgau
c_nordgau,c_nordgau,,
c_nordgau,c_nordgau_adj,,Nordgauer
c_nordgau,dutch,,Noordgouw
c_nordgau,foa,,LANDGRAVE_FOA
c_nordgau,title,,LANDGRAVE
c_nordgau,title_female,,LANDGRAVINE
c_nordgau,title_prefix,,LANDGRAVE_OF
b_egisheim,b_egisheim,,Egisheim
b_egisheim,b_egisheim_adj,,
b_egisheim,frankish,,Eguisheim
b_egisheim,german,,Egisheim
b_strassburg,b_strassburg,,Strassburg
b_strassburg,b_strassburg_adj,,
b_strassburg,dutch,,Straatsburg
b_strassburg,frankish,,Strasbourg
b_strassburg,german,,Straßburg
b_strassburg,greek,,Argentor
b_strassburg,roman,,Argentorate
b_lauterburg,b_lauterburg,,Lauterburg
b_lauterburg,b_lauterburg_adj,,
b_lauterburg,frankish,,Lauterbourg
b_lauterburg,german,,Lauterburg
b_selz,b_selz,,Selz
b_selz,b_selz_adj,,
b_selz,frankish,,Seltz
b_selz,german,,Selz
c_sundgau,PROV134,,Sundgau
c_sundgau,c_sundgau,,
c_sundgau,c_sundgau_adj,,Sundgauer
c_sundgau,dutch,,Sundgouw
c_sundgau,foa,,LANDGRAVE_FOA
c_sundgau,title,,LANDGRAVE
c_sundgau,title_female,,LANDGRAVINE
c_sundgau,title_prefix,,LANDGRAVE_OF
b_kolmar,b_kolmar,,Kolmar
b_kolmar,b_kolmar_adj,,
b_murbach,b_murbach,,Murbach
b_murbach,b_murbach_adj,,
b_altkirch,b_altkirch,,Altkirch
b_altkirch,b_altkirch_adj,,
b_ferette,b_ferette,,Ferette
b_ferette,b_ferette_adj,,
b_ferette,frankish,,Ferrette
b_ferette,german,,Pfirt
d_zahringen,d_zahringen,,Zähringen
d_zahringen,d_zahringen_adj,,Zähringische
c_schwyz,PROV245,,Schwyz
c_schwyz,c_schwyz,,
c_schwyz,c_schwyz_adj,,Schwyzian
b_schwyz,b_schwyz,,Schwyz
b_schwyz,b_schwyz_adj,,
b_engelberg,b_engelberg,,Engelberg
b_engelberg,b_engelberg_adj,,
b_luzern,b_luzern,,Luzern
b_luzern,b_luzern_adj,,
b_altrapperswill,b_altrapperswill,,Alt-Rapperswill
b_altrapperswill,b_altrapperswill_adj,,
c_aargau,PROV242,,Aargau
c_aargau,c_aargau,,
c_aargau,c_aargau_adj,,Aargaunian
c_aargau,foa,,LANDGRAVE_FOA
c_aargau,title,,LANDGRAVE
c_aargau,title_female,,LANDGRAVINE
c_aargau,title_prefix,,LANDGRAVE_OF
b_aargau,b_aargau,,Aarau
b_aargau,b_aargau_adj,,
b_habsburg,b_habsburg,,Habsburg
b_habsburg,b_habsburg_adj,,
b_muri,b_muri,,Muri
b_muri,b_muri_adj,,
b_rheinfelden,b_rheinfelden,,Rheinfelden
b_rheinfelden,b_rheinfelden_adj,,
b_lenzburg,b_lenzburg,,Lenzburg
b_lenzburg,b_lenzburg_adj,,
c_bern,PROV244,,Zähringen
c_bern,c_bern,,
c_bern,c_bern_adj,,Bernian
b_bern,b_bern,,Bern
b_bern,b_bern_adj,,
b_fribourg,b_fribourg,,Fribourg
b_fribourg,b_fribourg_adj,,
b_interlaken,b_interlaken,,Interlaken
b_interlaken,b_interlaken_adj,,
b_solothurn,b_solothurn,,Solothurn
b_solothurn,b_solothurn_adj,,
c_st_gallen,PROV248,,Thurgau
c_st_gallen,c_st_gallen,,
c_st_gallen,c_st_gallen_adj,,St. Gallenian
c_st_gallen,foa,,LANDGRAVE_FOA
c_st_gallen,title,,LANDGRAVE
c_st_gallen,title_female,,LANDGRAVINE
c_st_gallen,title_prefix,,LANDGRAVE_OF
b_konstanz,b_konstanz,,Konstanz
b_konstanz,b_konstanz_adj,,
b_konstanz,name_tier,,count
b_stgallen,b_stgallen,,Sankt Gallen
b_stgallen,b_stgallen_adj,,
b_kyburg,b_kyburg,,Kyburg
b_kyburg,b_kyburg_adj,,
b_zurich,b_zurich,,Zürich
b_zurich,b_zurich_adj,,
b_badenschweiz,b_badenschweiz,,Baden
b_badenschweiz,b_badenschweiz_adj,,
d_teck,d_teck,,Teck
d_teck,d_teck_adj,,Schwäbische
c_teck,PROV1029,,Teck
c_teck,c_teck,,
c_teck,c_teck_adj,,Teckishe
b_teck,b_teck,,Teck
b_teck,b_teck_adj,,
b_hohenstauffen,b_hohenstauffen,,Hohenstauffen
b_hohenstauffen,b_hohenstauffen_adj,,
b_kirchheim,b_kirchheim,,Kirchheim
b_kirchheim,b_kirchheim_adj,,
b_nurtingen,b_nurtingen,,Nürtingen
b_nurtingen,b_nurtingen_adj,,
c_hohenzollern,PROV1031,,Zollern
c_hohenzollern,c_hohenzollern,,
c_hohenzollern,c_hohenzollern_adj,,Zollernishe
b_zollern,b_zollern,,Zollern
b_zollern,b_zollern_adj,,
b_hechingen,b_hechingen,,Hechingen
b_hechingen,b_hechingen_adj,,
b_schalksburg,b_schalksburg,,Schalksburg
b_schalksburg,b_schalksburg_adj,,
b_hohenberg,b_hohenberg,,Hohenberg
b_hohenberg,b_hohenberg_adj,,
c_helfenstein,PROV1034,,Helfenstein
c_helfenstein,c_helfenstein,,
c_helfenstein,c_helfenstein_adj,,Helfensteinische
b_tubingen,b_tubingen,,Tübingen
b_tubingen,b_tubingen_adj,,
b_heidenheim,b_heidenheim,,Heidenheim
b_heidenheim,b_heidenheim_adj,,
b_helfenstein,b_helfenstein,,Helfenstein
b_helfenstein,b_helfenstein_adj,,
c_furstenberg,PROV251,,Fürstenberg
c_furstenberg,c_furstenberg,,
c_furstenberg,c_furstenberg_adj,,Fürstenbergian
b_furstenberg,b_furstenberg,,Fürstenberg
b_furstenberg,b_furstenberg_adj,,
b_sanktgeorgen,b_sanktgeorgen,,Sankt Georgen
b_sanktgeorgen,b_sanktgeorgen_adj,,
b_villingen,b_villingen,,Villingen
b_villingen,b_villingen_adj,,
c_wurttemberg,PROV253,,Württemberg
c_wurttemberg,c_wurttemberg,,
c_wurttemberg,c_wurttemberg_adj,,Württembergian
b_stuttgart,b_stuttgart,,Stuttgart
b_stuttgart,b_stuttgart_adj,,
b_calw,b_calw,,Calw
b_calw,b_calw_adj,,
b_hirsau,b_hirsau,,Hirsau
b_hirsau,b_hirsau_adj,,
b_heilbronn,b_heilbronn,,Heilbronn
b_heilbronn,b_heilbronn_adj,,
b_wirtenberg,b_wirtenberg,,Wirtenberg
b_wirtenberg,b_wirtenberg_adj,,
d_burgau,d_burgau,,Burgau
d_burgau,d_burgau_adj,,Burgauische
d_burgau,foa,,MARGRAVE_FOA
d_burgau,title,,MARGRAVE
d_burgau,title_female,,MARGRAVINE
d_burgau,title_prefix,,MARGRAVE_OF
c_schwaben,PROV249,,Montfort
c_schwaben,c_schwaben,,
c_schwaben,c_schwaben_adj,,Swabian
b_bregenz,b_bregenz,,Bregenz
b_bregenz,b_bregenz_adj,,
b_montfort,b_montfort,,Montfort
b_montfort,b_montfort_adj,,
b_lindau,b_lindau,,Lindau
b_lindau,b_lindau_adj,,
b_vaduz,b_vaduz,,Vaduz
b_vaduz,b_vaduz_adj,,
c_waldburg,PROV977,,Waldburg
c_waldburg,c_waldburg,,
c_waldburg,c_waldburg_adj,,Walburgische
b_waldburg,b_waldburg,,Waldburg
b_waldburg,b_waldburg_adj,,
b_ravensburg,b_ravensburg,,Ravensburg
b_ravensburg,b_ravensburg_adj,,
b_altdorf,b_altdorf,,Altdorf
b_altdorf,b_altdorf_adj,,
b_weingarten,b_weingarten,,Weingarten
b_weingarten,b_weingarten_adj,,
c_ulm,PROV252,,Ulm
c_ulm,c_ulm,,
c_ulm,c_ulm_adj,,Ulmian
b_ulm,b_ulm,,Ulm
b_ulm,b_ulm_adj,,
b_katzenstein,b_katzenstein,,Katzenstein
b_katzenstein,b_katzenstein_adj,,
b_zwiefalten,b_zwiefalten,,Zweifalten
b_zwiefalten,b_zwiefalten_adj,,
b_leipheim,b_leipheim,,Leipheim
b_leipheim,b_leipheim_adj,,
c_oettingen,PROV1032,,Öettingen
c_oettingen,c_oettingen,,
c_oettingen,c_oettingen_adj,,Oettigenishe
b_oettingen,b_oettingen,,Öettingen
b_oettingen,b_oettingen_adj,,
b_pappenheim,b_pappenheim,,Pappenheim
b_pappenheim,b_pappenheim_adj,,
b_wallerstein,b_wallerstein,,Wallerstein
b_wallerstein,b_wallerstein_adj,,
k_bohemia,k_bohemia,,Czechy
k_bohemia,k_bohemia_adj,,Ceský
d_bohemia,d_bohemia,,Czeske
d_bohemia,d_bohemia_adj,,Bohemian
d_bohemia,bohemian,,Czechy
d_bohemia,german,,Böhmen
d_bohemia,moravian,,Czechy
d_bohemia,foa,,DB_FOA
d_bohemia,title,,DB
d_bohemia,title_prefix,,DB_OF
c_praha,PROV437,,Praha
c_praha,c_praha,,
c_praha,c_praha_adj,,Pragian
c_praha,bohemian,,Praha
c_praha,german,,Prag
c_praha,moravian,,Praha
b_praha,b_praha,,Praha
b_praha,b_praha_adj,,
b_praha,bohemian,,Praha
b_praha,german,,Prag
b_praha,moravian,,Praha
b_brevnov,b_brevnov,,Brevnov
b_brevnov,b_brevnov_adj,,
b_brevnov,bohemian,,Brzevnov
b_brevnov,german,,Breunau
b_brevnov,moravian,,Brzevnov
b_boleslav,b_boleslav,,Boleslav
b_boleslav,b_boleslav_adj,,
b_boleslav,bohemian,,Boleslav
b_boleslav,german,,Bunzlau
b_boleslav,moravian,,Boleslav
b_sternbergprague,b_sternbergprague,,Sternberg
b_sternbergprague,b_sternbergprague_adj,,
b_sternbergprague,bohemian,,Šternberk
b_sternbergprague,german,,Sternberg
b_sternbergprague,moravian,,Šternberk
b_krivoklat,b_krivoklat,,Krivoklat
b_krivoklat,b_krivoklat_adj,,
b_krivoklat,bohemian,,Krzivoklát
b_krivoklat,german,,Pürglitz
b_krivoklat,moravian,,Krzivoklát
b_stare_mesto,b_stare_mesto,,Stare Mesto
b_stare_mesto,b_stare_mesto_adj,,
b_stare_mesto,bohemian,,Staré Mesto
b_stare_mesto,german,,Altstadt
b_stare_mesto,moravian,,Staré Mesto
b_levyhradec,b_levyhradec,,Levý Hradec
b_levyhradec,b_levyhradec_adj,,
c_domazlice,PROV362,,Doudleby
c_domazlice,c_domazlice,,
c_domazlice,c_domazlice_adj,,Domazlician
c_domazlice,bohemian,,Jižní Czechy
c_domazlice,german,,Sudböhmen
c_domazlice,moravian,,Jižní Czechy
b_doudleby,b_doudleby,,Doudleby
b_doudleby,b_doudleby_adj,,
b_doudleby,bohemian,,Doudleby
b_doudleby,german,,Teindles
b_doudleby,moravian,,Doudleby
b_pisek,b_pisek,,Pisek
b_pisek,b_pisek_adj,,
b_vyssi_brod,b_vyssi_brod,,Vyssi Brod
b_vyssi_brod,b_vyssi_brod_adj,,
b_vyssi_brod,bohemian,,Vyšší Brod
b_vyssi_brod,german,,Hohenfurth
b_vyssi_brod,moravian,,Vyšší Brod
b_trebon,b_trebon,,Trebon
b_trebon,b_trebon_adj,,
b_trebon,bohemian,,Trzebon
b_trebon,german,,Wittingau
b_trebon,moravian,,Trzebon
b_rosenberg,b_rosenberg,,Rosenberg
b_rosenberg,b_rosenberg_adj,,
b_rosenberg,bohemian,,Rožmberk
b_rosenberg,german,,Rosenberg
b_rosenberg,moravian,,Rožmberk
b_budweis,b_budweis,,Budweis
b_budweis,b_budweis_adj,,
b_budweis,bohemian,,Budejovice
b_budweis,german,,Budweis
b_budweis,moravian,,Budejovice
c_hradec,PROV438,,Hradec
c_hradec,c_hradec,,
c_hradec,c_hradec_adj,,Hradecian
c_hradec,bohemian,,Hradec
c_hradec,german,,Grätz
c_hradec,moravian,,Hradec
b_hradeckralove,b_hradeckralove,,Hradec
b_hradeckralove,b_hradeckralove_adj,,
b_hradeckralove,bohemian,,Hradec
b_hradeckralove,german,,Grätz
b_hradeckralove,moravian,,Hradec
b_opatovice,b_opatovice,,Opatovice
b_opatovice,b_opatovice_adj,,
b_opatovice,bohemian,,Opatovice
b_opatovice,german,,Opatowitz
b_opatovice,moravian,,Opatovice
b_policka,b_policka,,Policka
b_policka,b_policka_adj,,
b_policka,bohemian,,Policzka
b_policka,german,,Politschka
b_policka,moravian,,Policzka
b_caslav,b_caslav,,Caslav
b_caslav,b_caslav_adj,,
b_caslav,bohemian,,Czáslav
b_caslav,german,,Tschaslau
b_caslav,moravian,,Czáslav
b_jaromer,b_jaromer,,Jaromer
b_jaromer,b_jaromer_adj,,
b_jaromer,bohemian,,Jaromerz
b_jaromer,german,,Jermer
b_jaromer,moravian,,Jaromerz
b_chrudim,b_chrudim,,Chrudim
b_chrudim,b_chrudim_adj,,
c_boleslav,PROV436,,Kladsko
c_boleslav,c_boleslav,,
c_boleslav,c_boleslav_adj,,Boleslavian
c_boleslav,bohemian,,Kladsko
c_boleslav,german,,Glatz
c_boleslav,moravian,,Kladsko
c_boleslav,polish,,Klodsko
b_glatz,b_glatz,,Glatz
b_glatz,b_glatz_adj,,
b_glatz,bohemian,,Kladsko
b_glatz,german,,Glatz
b_glatz,moravian,,Kladsko
b_glatz,polish,,Klodsko
b_nachod,b_nachod,,Nachod
b_nachod,b_nachod_adj,,
b_jicin,b_jicin,,Jicin
b_jicin,b_jicin_adj,,
b_jicin,bohemian,,Jiczín
b_jicin,german,,Jitschin
b_jicin,moravian,,Jiczín
b_jicin,polish,,Jiczyn
b_broumovkladsko,b_broumovkladsko,,Broumov
b_broumovkladsko,b_broumovkladsko_adj,,
b_broumovkladsko,bohemian,,Broumov
b_broumovkladsko,german,,Braunau
b_broumovkladsko,moravian,,Broumov
c_litomerice,PROV363,,Litomerice
c_litomerice,c_litomerice,,
c_litomerice,c_litomerice_adj,,Litomerician
c_litomerice,bohemian,,Litomerzice
c_litomerice,german,,Leitmeritz
c_litomerice,moravian,,Litomerzice
b_litomerice,b_litomerice,,Litomerice
b_litomerice,b_litomerice_adj,,
b_litomerice,bohemian,,Litomerzice
b_litomerice,german,,Leitmeritz
b_litomerice,moravian,,Litomerzice
b_bilina,b_bilina,,Bilina
b_bilina,b_bilina_adj,,
b_bilina,bohemian,,Bílina
b_bilina,german,,Bilin
b_bilina,moravian,,Bílina
b_doksany,b_doksany,,Doksany
b_doksany,b_doksany_adj,,
b_doksany,bohemian,,Doksany
b_doksany,german,,Doxan
b_doksany,moravian,,Doksany
b_lipa,b_lipa,,Lipa
b_lipa,b_lipa_adj,,
b_lipa,bohemian,,Lipá
b_lipa,german,,Leipa
b_lipa,moravian,,Lipá
b_duba_hre,b_duba_hre,,Duba
b_duba_hre,b_duba_hre_adj,,
b_duba_hre,bohemian,,Dubá
b_duba_hre,german,,Dauba
b_duba_hre,moravian,,Dubá
c_zatec,PROV1265,,Zatec
c_zatec,c_zatec,,
c_zatec,c_zatec_adj,,Zatecan
c_zatec,bohemian,,Žatec
c_zatec,german,,Saaz
c_zatec,moravian,,Žatec
b_zatec,b_zatec,,Zatec
b_zatec,b_zatec_adj,,
b_zatec,bohemian,,Žatec
b_zatec,german,,Saaz
b_zatec,moravian,,Žatec
b_louny,b_louny,,Louny
b_louny,b_louny_adj,,
b_louny,bohemian,,Louny
b_louny,german,,Laun
b_louny,moravian,,Louny
b_osek,b_osek,,Osek
b_osek,b_osek_adj,,
b_osek,bohemian,,Osek
b_osek,german,,Ossegg
b_osek,moravian,,Osek
b_loket,b_loket,,Loket
b_loket,b_loket_adj,,
b_loket,bohemian,,Loket
b_loket,german,,Elbogen
b_loket,moravian,,Loket
c_plzen,PROV439,,Plzen
c_plzen,c_plzen,,
c_plzen,c_plzen_adj,,Plzenian
c_plzen,bohemian,,Plzen
c_plzen,german,,Pilsen
c_plzen,moravian,,Plzen
b_plzen,b_plzen,,Plzen
b_plzen,b_plzen_adj,,
b_plzen,bohemian,,Plzen
b_plzen,german,,Pilsen
b_plzen,moravian,,Plzen
b_stribo,b_stribo,,Stribo
b_stribo,b_stribo_adj,,
b_stribo,bohemian,,Strzíbro
b_stribo,german,,Mies
b_stribo,moravian,,Strzíbro
b_kladruby,b_kladruby,,Kladruby
b_kladruby,b_kladruby_adj,,
b_kladruby,bohemian,,Kladruby
b_kladruby,german,,Kladrau
b_kladruby,moravian,,Kladruby
b_plasy,b_plasy,,Plasy
b_plasy,b_plasy_adj,,
b_plasy,bohemian,,Plasy
b_plasy,german,,Plass
b_plasy,moravian,,Plasy
b_primda,b_primda,,Primda
b_primda,b_primda_adj,,
b_primda,bohemian,,Przimda
b_primda,german,,Pfraumberg
b_primda,moravian,,Przimda
d_moravia,d_moravia,,Morawske
d_moravia,d_moravia_adj,,Moravian
d_moravia,bohemian,,Morava
d_moravia,german,,Mähren
d_moravia,moravian,,Morava
d_moravia,polish,,Morawa
d_moravia,foa,,DM_FOA
d_moravia,title,,DM
d_moravia,title_prefix,,DM_OF
c_olomouc,PROV440,,Olomouc
c_olomouc,c_olomouc,,
c_olomouc,c_olomouc_adj,,Olomoucian
c_olomouc,bohemian,,Olomouc
c_olomouc,german,,Olmütz
c_olomouc,moravian,,Olomouc
c_olomouc,polish,,Olomuniec
b_olomouc,b_olomouc,,Olomouc
b_olomouc,b_olomouc_adj,,
b_olomouc,bohemian,,Olomouc
b_olomouc,german,,Olmütz
b_olomouc,moravian,,Olomouc
b_olomouc,polish,,Olomuniec
b_hradiste,b_hradiste,,Hradiste
b_hradiste,b_hradiste_adj,,
b_ostrava,b_ostrava,,Ostrava
b_ostrava,b_ostrava_adj,,
b_ostrava,bohemian,,Ostrava
b_ostrava,german,,Ostrau
b_ostrava,moravian,,Ostrava
b_unicov,b_unicov,,Unicov
b_unicov,b_unicov_adj,,
b_unicov,bohemian,,Uniczov
b_unicov,german,,Mährisch Neustadt
b_unicov,moravian,,Uniczov
b_kromeriz,b_kromeriz,,Kromeriz
b_kromeriz,b_kromeriz_adj,,
b_kromeriz,bohemian,,Kromerzíž
b_kromeriz,german,,Kremsier
b_kromeriz,moravian,,Kromerzíž
b_kromeriz,polish,,Kromieryz
b_staremesto,b_staremesto,,Staré Mesto
b_staremesto,b_staremesto_adj,,
c_opava,PROV1263,,Opava
c_opava,c_opava,,
c_opava,c_opava_adj,,Opavan
c_opava,bohemian,,Opava
c_opava,german,,Troppau
c_opava,moravian,,Opava
c_opava,polish,,Opawa
b_opava,b_opava,,Opava
b_opava,b_opava_adj,,
b_opava,bohemian,,Opava
b_opava,german,,Troppau
b_opava,moravian,,Opava
b_opava,polish,,Opawa
b_bruntal,b_bruntal,,Bruntal
b_bruntal,b_bruntal_adj,,
b_bruntal,bohemian,,Bruntál
b_bruntal,german,,Freudentahl
b_bruntal,moravian,,Bruntál
b_krnov,b_krnov,,Krnov
b_krnov,b_krnov_adj,,
b_krnov,bohemian,,Krnov
b_krnov,german,,Jagerndorf
b_krnov,moravian,,Krnov
b_krnov,polish,,Karniów
b_odry,b_odry,,Odry
b_odry,b_odry_adj,,
b_odry,bohemian,,Odry
b_odry,german,,Odrau
b_odry,moravian,,Odry
c_znojmo,PROV446,,Znojmo
c_znojmo,c_znojmo,,
c_znojmo,c_znojmo_adj,,Znojmo
c_znojmo,bohemian,,Znojmo
c_znojmo,german,,Znaym
c_znojmo,moravian,,Znojmo
b_znojmo,b_znojmo,,Znojmo
b_znojmo,b_znojmo_adj,,
b_znojmo,bohemian,,Znojmo
b_znojmo,german,,Znaym
b_znojmo,moravian,,Znojmo
b_jihlava,b_jihlava,,Jihlava
b_jihlava,b_jihlava_adj,,
b_jihlava,bohemian,,Jihlava
b_jihlava,german,,Iglau
b_jihlava,moravian,,Jihlava
b_trebic,b_trebic,,Trebic
b_trebic,b_trebic_adj,,
b_trebic,bohemian,,Trzebícz
b_trebic,german,,Trebitsch
b_trebic,moravian,,Trzebícz
b_bitov,b_bitov,,Bitov
b_bitov,b_bitov_adj,,
c_brno,PROV441,,Boruy
c_brno,c_brno,,
c_brno,c_brno_adj,,Brünnian
c_brno,bohemian,,Brno
c_brno,german,,Brünn
c_brno,moravian,,Brno
b_brno,b_brno,,Brno
b_brno,b_brno_adj,,
b_brno,bohemian,,Brno
b_brno,german,,Brünn
b_brno,moravian,,Brno
