#,T,I,T,L,E
K,E,Y
V,A,L,U,E
S,W,M,H
c_nicosia,corsican,,Nicosia
c_nicosia,c_nicosia_adj_corsican,,Nicosian
c_nicosia,dalmatian,,Nicosia
c_nicosia,c_nicosia_adj_dalmatian,,Nicosian
c_nicosia,frankish,,Nicosie
c_nicosia,c_nicosia_adj_frankish,,Nicosian
c_nicosia,italian,,Nicosia
c_nicosia,c_nicosia_adj_italian,,Nicosian
c_nicosia,ligurian,,Nicosia
c_nicosia,c_nicosia_adj_ligurian,,Nicosian
c_nicosia,neapolitan,,Nicosia
c_nicosia,c_nicosia_adj_neapolitan,,Nicosian
c_nicosia,norman,,Nicosie
c_nicosia,c_nicosia_adj_norman,,Nicosian
c_nicosia,oghuz,,Lefkosa
c_nicosia,c_nicosia_adj_oghuz,,Lefkosan
c_nicosia,sardinian,,Nicosia
c_nicosia,c_nicosia_adj_sardinian,,Nicosian
c_nicosia,sicilian,,Nicosia
c_nicosia,c_nicosia_adj_sicilian,,Nicosian
c_nicosia,southern_italian,,Nicosia
c_nicosia,c_nicosia_adj_southern_italian,,Nicosian
c_nicosia,turkish,,Lefkosa
c_nicosia,c_nicosia_adj_turkish,,Lefkosan
c_nicosia,turkmen,,Lefkosa
c_nicosia,c_nicosia_adj_turkmen,,Lefkosan
c_nicosia,tuscan,,Nicosia
c_nicosia,c_nicosia_adj_tuscan,,Nicosian
c_nicosia,venetian,,Nicosia
c_nicosia,c_nicosia_adj_venetian,,Nicosian
b_sthilarion,b_sthilarion,,Agios Ilarion
b_sthilarion,b_sthilarion_adj,,
b_sthilarion,central_italian,,Sant'Ilario
b_sthilarion,corsican,,Sant'Ilario
b_sthilarion,dalmatian,,Sant'Ilario
b_sthilarion,frankish,,Saint-Hilarion
b_sthilarion,italian,,Sant'Ilario
b_sthilarion,ligurian,,Sant'Ilario
b_sthilarion,neapolitan,,Sant'Ilario
b_sthilarion,norman,,Saint-Hilarion
b_sthilarion,sardinian,,Sant'Ilario
b_sthilarion,sicilian,,Sant'Ilario
b_sthilarion,southern_italian,,Sant'Ilario
b_sthilarion,tuscan,,Sant'Ilario
b_sthilarion,venetian,,Sant'Ilario
b_nikosia,b_nikosia,,Nikosia
b_nikosia,b_nikosia_adj,,
b_nikosia,armenian,,Nigosia
b_nikosia,central_italian,,Nicosia
b_nikosia,corsican,,Nicosia
b_nikosia,dalmatian,,Nicosia
b_nikosia,frankish,,Nicosie
b_nikosia,italian,,Nicosia
b_nikosia,ligurian,,Nicosia
b_nikosia,neapolitan,,Nicosia
b_nikosia,norman,,Nicosie
b_nikosia,oghuz,,Lefkosa
b_nikosia,sardinian,,Nicosia
b_nikosia,sicilian,,Nicosia
b_nikosia,southern_italian,,Nicosia
b_nikosia,turkish,,Lefkosa
b_nikosia,turkmen,,Lefkosa
b_nikosia,tuscan,,Nicosia
b_nikosia,venetian,,Nicosia
b_stavrovouni,b_stavrovouni,,Stavrovouni
b_stavrovouni,b_stavrovouni_adj,,
b_larnaca,b_larnaca,,Larnaka
b_larnaca,b_larnaca_adj,,
b_larnaca,central_italian,,Larnaca
b_larnaca,corsican,,Larnaca
b_larnaca,dalmatian,,Larnaca
b_larnaca,frankish,,Larnaca
b_larnaca,italian,,Larnaca
b_larnaca,ligurian,,Larnaca
b_larnaca,neapolitan,,Larnaca
b_larnaca,norman,,Larnaca
b_larnaca,oghuz,,Iskele
b_larnaca,sardinian,,Larnaca
b_larnaca,sicilian,,Larnaca
b_larnaca,southern_italian,,Larnaca
b_larnaca,turkish,,Iskele
b_larnaca,turkmen,,Iskele
b_larnaca,tuscan,,Larnaca
b_larnaca,venetian,,Larnaca
b_kyrenia,b_kyrenia,,Keryneia
b_kyrenia,b_kyrenia_adj,,
b_kyrenia,central_italian,,Cerena
b_kyrenia,corsican,,Cerena
b_kyrenia,dalmatian,,Cerena
b_kyrenia,frankish,,Cyrenie
b_kyrenia,italian,,Cerena
b_kyrenia,ligurian,,Cerena
b_kyrenia,neapolitan,,Cerena
b_kyrenia,norman,,Cyrenie
b_kyrenia,oghuz,,Girne
b_kyrenia,sardinian,,Cerena
b_kyrenia,sicilian,,Cerena
b_kyrenia,southern_italian,,Cerena
b_kyrenia,turkish,,Girne
b_kyrenia,turkmen,,Girne
b_kyrenia,tuscan,,Cerena
b_kyrenia,venetian,,Cerena
b_lapithos,b_lapithos,,Lapetos
b_lapithos,b_lapithos_adj,,
b_lapithos,oghuz,,Lapta
b_lapithos,turkish,,Lapta
b_lapithos,turkmen,,Lapta
c_famagusta,PROV757,,Ammokhostos
c_famagusta,c_famagusta,,
c_famagusta,c_famagusta_adj,,Ammokhostian
c_famagusta,central_italian,,Famagosta
c_famagusta,c_famagusta_adj_central_italian,,Famagostan
c_famagusta,corsican,,Famagosta
c_famagusta,c_famagusta_adj_corsican,,Famagostan
c_famagusta,dalmatian,,Famagosta
c_famagusta,c_famagusta_adj_dalmatian,,Famagostan
c_famagusta,frankish,,Famagouste
c_famagusta,c_famagusta_adj_frankish,,Famagoustan
c_famagusta,italian,,Famagosta
c_famagusta,c_famagusta_adj_italian,,Famagostan
c_famagusta,ligurian,,Famagosta
c_famagusta,c_famagusta_adj_ligurian,,Famagostan
c_famagusta,neapolitan,,Famagosta
c_famagusta,c_famagusta_adj_neapolitan,,Famagostan
c_famagusta,norman,,Famagouste
c_famagusta,c_famagusta_adj_norman,,Famagoustan
c_famagusta,oghuz,,Magusa
c_famagusta,c_famagusta_adj_oghuz,,Magusan
c_famagusta,sardinian,,Famagosta
c_famagusta,c_famagusta_adj_sardinian,,Famagostan
c_famagusta,sicilian,,Famagosta
c_famagusta,c_famagusta_adj_sicilian,,Famagostan
c_famagusta,southern_italian,,Famagosta
c_famagusta,c_famagusta_adj_southern_italian,,Famagostan
c_famagusta,turkish,,Magusa
c_famagusta,c_famagusta_adj_turkish,,Magusan
c_famagusta,turkmen,,Magusa
c_famagusta,c_famagusta_adj_turkmen,,Magusan
c_famagusta,tuscan,,Famagosta
c_famagusta,c_famagusta_adj_tuscan,,Famagostan
c_famagusta,venetian,,Famagosta
c_famagusta,c_famagusta_adj_venetian,,Famagostan
b_kantara,b_kantara,,Kantara
b_kantara,b_kantara_adj,,
b_famagusta,b_famagusta,,Ammokhostos
b_famagusta,b_famagusta_adj,,
b_famagusta,central_italian,,Famagosta
b_famagusta,corsican,,Famagosta
b_famagusta,dalmatian,,Famagosta
b_famagusta,frankish,,Famagouste
b_famagusta,italian,,Famagosta
b_famagusta,ligurian,,Famagosta
b_famagusta,neapolitan,,Famagosta
b_famagusta,norman,,Famagouste
b_famagusta,oghuz,,Magusa
b_famagusta,sardinian,,Famagosta
b_famagusta,sicilian,,Famagosta
b_famagusta,southern_italian,,Famagosta
b_famagusta,turkish,,Magusa
b_famagusta,turkmen,,Magusa
b_famagusta,tuscan,,Famagosta
b_famagusta,venetian,,Famagosta
b_salamiscyprus,b_salamiscyprus,,Konstanteia
b_salamiscyprus,b_salamiscyprus_adj,,
b_karpasia,b_karpasia,,Karpasos
b_karpasia,b_karpasia_adj,,
b_karpasia,frankish,,Karpas
b_karpasia,norman,,Karpas
b_karpasia,oghuz,,Karpaz
b_karpasia,turkish,,Karpaz
b_karpasia,turkmen,,Karpaz
k_bulgaria,k_bulgaria,,Balgariya
k_bulgaria,k_bulgaria_adj,,Bâlgarski
d_turnovo,d_turnovo,,Tarnovo
d_turnovo,d_turnovo_adj,,Tarnovoan
d_turnovo,d_turnovo_adj_alan,,Paristrionan
d_turnovo,d_turnovo_adj_arberian,,Paristrionan
d_turnovo,d_turnovo_adj_armenian,,Paristrionan
d_turnovo,east_gothic,,Paristrion
d_turnovo,d_turnovo_adj_georgian,,Paristrionan
d_turnovo,greek,,Paristrion
d_turnovo,d_turnovo_adj_greek,,Paristrionan
d_turnovo,oghuz,,Nigbolu
d_turnovo,d_turnovo_adj_oghuz,,Nigbolian
d_turnovo,pecheneg,,Nigbolu
d_turnovo,roman,,Paristrion
d_turnovo,turkish,,Nigbolu
d_turnovo,d_turnovo_adj_turkish,,Nigbolian
d_turnovo,turkmen,,Nigbolu
d_turnovo,d_turnovo_adj_turkmen,,Nigbolian
c_tyrnovo,PROV499,,Tarnovo
c_tyrnovo,c_tyrnovo,,
c_tyrnovo,c_tyrnovo_adj,,Tarnovan
c_tyrnovo,c_tyrnovo_adj_alan,,Moesian
c_tyrnovo,c_tyrnovo_adj_arberian,,Moesian
c_tyrnovo,c_tyrnovo_adj_armenian,,Moesian
c_tyrnovo,east_gothic,,Moesia Secunda
c_tyrnovo,c_tyrnovo_adj_georgian,,Moesian
c_tyrnovo,greek,,Moesia Secunda
c_tyrnovo,c_tyrnovo_adj_greek,,Moesian
c_tyrnovo,oghuz,,Tirnova
c_tyrnovo,c_tyrnovo_adj_oghuz,,Tirnovan
c_tyrnovo,pecheneg,,Tirnova
c_tyrnovo,roman,,Moesia Secunda
c_tyrnovo,turkish,,Tirnova
c_tyrnovo,c_tyrnovo_adj_turkish,,Tirnovan
c_tyrnovo,turkmen,,Tirnova
c_tyrnovo,c_tyrnovo_adj_turkmen,,Tirnovan
b_transfiguration_monestary_tarnovo,b_transfiguration_monestary_tarnovo,,Sveto Preobrazhenie Gospodne
b_transfiguration_monestary_tarnovo,b_transfiguration_monestary_tarnovo_adj,,
b_kilifarevo,b_kilifarevo,,Kilifarevo
b_kilifarevo,b_kilifarevo_adj,,
b_kilifarevo,oghuz,,Kilifar
b_kilifarevo,pecheneg,,Kilifar
b_kilifarevo,turkish,,Kilifar
b_kilifarevo,turkmen,,Kilifar
b_lovech,b_lovech,,Lovech
b_lovech,b_lovech_adj,,
b_lovech,east_gothic,,Diocletianopolis
b_lovech,greek,,Diocletianopolis
b_lovech,oghuz,,Lofça
b_lovech,pecheneg,,Lofça
b_lovech,roman,,Melta
b_lovech,turkish,,Lofça
b_lovech,turkmen,,Lofça
b_nikopol,b_nikopol,,Nikopol
b_nikopol,b_nikopol_adj,,
b_nikopol,east_gothic,,Nikopolis
b_nikopol,greek,,Nikopolis
b_nikopol,hungarian,,Nikápoly
b_nikopol,oghuz,,Nigbolu
b_nikopol,pecheneg,,Nigbolu
b_nikopol,roman,,Nicopolis
b_nikopol,szekely,,Nikápoly
b_nikopol,turkish,,Nigbolu
b_nikopol,turkmen,,Nigbolu
b_oryahovo,b_oryahovo,,Kamaka
b_oryahovo,b_oryahovo_adj,,
b_oryahovo,east_gothic,,Oescus
b_oryahovo,greek,,Oescus
b_oryahovo,oghuz,,Rahova
b_oryahovo,pecheneg,,Rahova
b_oryahovo,roman,,Oescus
b_oryahovo,turkish,,Rahova
b_oryahovo,turkmen,,Rahova
b_tarnovo,b_tarnovo,,Tarnovgrad
b_tarnovo,b_tarnovo_adj,,
b_tarnovo,east_gothic,,Zikideva
b_tarnovo,greek,,Zikideva
b_tarnovo,oghuz,,Tirnova
b_tarnovo,pecheneg,,Tirnova
b_tarnovo,roman,,Zikideva
b_tarnovo,turkish,,Tirnova
b_tarnovo,turkmen,,Tirnova
c_serdica,PROV500,,Sredets
c_serdica,c_serdica,,
c_serdica,c_serdica_adj,,Sredetsan
c_serdica,c_serdica_adj_alan,,Serdican
c_serdica,c_serdica_adj_arberian,,Serdican
c_serdica,c_serdica_adj_armenian,,Serdican
c_serdica,east_gothic,,Triaditsa
c_serdica,c_serdica_adj_georgian,,Serdican
c_serdica,greek,,Triaditsa
c_serdica,c_serdica_adj_greek,,Serdican
c_serdica,oghuz,,Sofya
c_serdica,c_serdica_adj_oghuz,,Sofyan
c_serdica,pecheneg,,Sofya
c_serdica,roman,,Serdica
c_serdica,turkish,,Sofya
c_serdica,c_serdica_adj_turkish,,Sofyan
c_serdica,turkmen,,Sofya
c_serdica,c_serdica_adj_turkmen,,Sofyan
b_etropole,b_etropole,,Etropole
b_etropole,b_etropole_adj,,
b_etropole,oghuz,,Etrebolu
b_etropole,pecheneg,,Etrebolu
b_etropole,turkish,,Etrebolu
b_etropole,turkmen,,Etrebolu
b_samundzhievo,b_samundzhievo,,Selin
b_samundzhievo,b_samundzhievo_adj,,
b_vratsa,b_vratsa,,Vratitsa
b_vratsa,b_vratsa_adj,,
b_vratsa,east_gothic,,Vratica
b_vratsa,greek,,Vratica
b_vratsa,oghuz,,Ivrace
b_vratsa,pecheneg,,Ivrace
b_vratsa,roman,,Valve
b_vratsa,turkish,,Ivrace
b_vratsa,turkmen,,Ivrace
b_serdica,b_serdica,,Serdica
b_serdica,b_serdica_adj,,
b_serdica,east_gothic,,Triaditsa
b_serdica,greek,,Triaditsa
b_serdica,oghuz,,Sofya
b_serdica,pecheneg,,Sofya
b_serdica,roman,,Serdica
b_serdica,turkish,,Sofya
b_serdica,turkmen,,Sofya
c_dorostotum,PROV508,,Preslav
c_dorostotum,c_dorostotum,,
c_dorostotum,c_dorostotum_adj,,Preslavan
c_dorostotum,c_dorostotum_adj_alan,,Durostolan
c_dorostotum,c_dorostotum_adj_arberian,,Durostolan
c_dorostotum,c_dorostotum_adj_armenian,,Durostolan
c_dorostotum,east_gothic,,Durostoulon
c_dorostotum,c_dorostotum_adj_georgian,,Durostolan
c_dorostotum,greek,,Durostoulon
c_dorostotum,c_dorostotum_adj_greek,,Durostolan
c_dorostotum,oghuz,,Stamboluk
c_dorostotum,c_dorostotum_adj_oghuz,,Stambolukan
c_dorostotum,pecheneg,,Stamboluk
c_dorostotum,roman,,Dorostorum
c_dorostotum,turkish,,Stamboluk
c_dorostotum,c_dorostotum_adj_turkish,,Stambolukan
c_dorostotum,turkmen,,Stamboluk
c_dorostotum,c_dorostotum_adj_turkmen,,Stambolukan
b_shumen,b_shumen,,Shumen
b_shumen,b_shumen_adj,,
b_shumen,east_gothic,,Simeonis
b_shumen,greek,,Simeonis
b_shumen,oghuz,,Sumena
b_shumen,pecheneg,,Sumena
b_shumen,roman,,Simeonis
b_shumen,turkish,,Sumena
b_shumen,turkmen,,Sumena
b_cherven_bulgaria,b_cherven_bulgaria,,Cherven
b_cherven_bulgaria,b_cherven_bulgaria_adj,,
b_cherven_bulgaria,east_gothic,,Kókkinos
b_cherven_bulgaria,greek,,Kókkinos
b_cherven_bulgaria,oghuz,,Cernovi
b_cherven_bulgaria,pecheneg,,Cernovi
b_cherven_bulgaria,turkish,,Cernovi
b_cherven_bulgaria,turkmen,,Cernovi
b_silistra,b_silistra,,Drastar
b_silistra,b_silistra_adj,,
b_silistra,east_gothic,,Durostoulon
b_silistra,greek,,Durostoulon
b_silistra,oghuz,,Silistre
b_silistra,pecheneg,,Silistre
b_silistra,roman,,Dorostorum
b_silistra,turkish,,Silistre
b_silistra,turkmen,,Silistre
b_pliska,b_pliska,,Pliska
b_pliska,b_pliska_adj,,
b_pliska,east_gothic,,Aboba
b_pliska,greek,,Aboba
b_pliska,roman,,Aboba
b_preslav,b_preslav,,Preslaw
b_preslav,b_preslav_adj,,
b_preslav,east_gothic,,Yoanoupolis
b_preslav,greek,,Yoanoupolis
b_preslav,oghuz,,Stamboluk
b_preslav,pecheneg,,Stamboluk
b_preslav,roman,,Yoanopolis
b_preslav,turkish,,Stamboluk
b_preslav,turkmen,,Stamboluk
c_nikopolis,PROV507,,Kran
c_nikopolis,c_nikopolis,,
c_nikopolis,c_nikopolis_adj,,Kranan
c_nikopolis,c_nikopolis_adj_alan,,Seuthopolitan
c_nikopolis,c_nikopolis_adj_arberian,,Seuthopolitan
c_nikopolis,c_nikopolis_adj_armenian,,Seuthopolitan
c_nikopolis,east_gothic,,Seuthoupolis
c_nikopolis,c_nikopolis_adj_georgian,,Seuthopolitan
c_nikopolis,greek,,Seuthoupolis
c_nikopolis,c_nikopolis_adj_greek,,Seuthopolitan
c_nikopolis,oghuz,,Hasat
c_nikopolis,c_nikopolis_adj_oghuz,,Hasatian
c_nikopolis,pecheneg,,Hasat
c_nikopolis,roman,,Seuthopolis
c_nikopolis,turkish,,Hasat
c_nikopolis,c_nikopolis_adj_turkish,,Hasatian
c_nikopolis,turkmen,,Hasat
c_nikopolis,c_nikopolis_adj_turkmen,,Hasatian
b_tryavna,b_tryavna,,Trnava
b_tryavna,b_tryavna_adj,,
b_tryavna,oghuz,,Travna
b_tryavna,pecheneg,,Travna
b_tryavna,turkish,,Travna
b_tryavna,turkmen,,Travna
b_silven,b_silven,,Silven
b_silven,b_silven_adj,,
b_silven,east_gothic,,Selymnos
b_silven,greek,,Selymnos
b_silven,oghuz,,Islimye
b_silven,pecheneg,,Islimye
b_silven,roman,,Selymnum
b_silven,turkish,,Islimye
b_silven,turkmen,,Islimye
b_kran,b_kran,,Krán
b_kran,b_kran_adj,,
b_kran,east_gothic,,Seuthoupolis
b_kran,greek,,Seuthoupolis
b_kran,oghuz,,Hasat
b_kran,pecheneg,,Hasat
b_kran,roman,,Seuthopolis
b_kran,turkish,,Hasat
b_kran,turkmen,,Hasat
d_karvuna,d_karvuna,,Karvuna
d_karvuna,d_karvuna_adj,,Karvunan
d_karvuna,d_karvuna_adj_alan,,Mikrá Skythian
d_karvuna,d_karvuna_adj_arberian,,Mikrá Skythian
d_karvuna,d_karvuna_adj_armenian,,Mikrá Skythian
d_karvuna,east_gothic,,Mikrá Skythia
d_karvuna,d_karvuna_adj_georgian,,Mikrá Skythian
d_karvuna,greek,,Mikrá Skythia
d_karvuna,d_karvuna_adj_greek,,Mikrá Skythian
d_karvuna,oghuz,,Dobruja
d_karvuna,d_karvuna_adj_oghuz,,Dobrujan
d_karvuna,pecheneg,,Dobruja
d_karvuna,turkish,,Dobruja
d_karvuna,d_karvuna_adj_turkish,,Dobrujan
d_karvuna,turkmen,,Dobruja
d_karvuna,d_karvuna_adj_turkmen,,Dobrujan
c_karvuna,PROV509,,Karvuna
c_karvuna,c_karvuna,,
c_karvuna,c_karvuna_adj,,Karvunan
c_karvuna,c_karvuna_adj_alan,,Krounoian
c_karvuna,c_karvuna_adj_arberian,,Krounoian
c_karvuna,c_karvuna_adj_armenian,,Krounoian
c_karvuna,east_gothic,,Krounoi
c_karvuna,c_karvuna_adj_georgian,,Krounoian
c_karvuna,greek,,Krounoi
c_karvuna,c_karvuna_adj_greek,,Krounoian
c_karvuna,oghuz,,Balçik
c_karvuna,c_karvuna_adj_oghuz,,Balçikian
c_karvuna,pecheneg,,Balçik
c_karvuna,roman,,Krounoi
c_karvuna,turkish,,Balçik
c_karvuna,c_karvuna_adj_turkish,,Balçikian
c_karvuna,turkmen,,Balçik
c_karvuna,c_karvuna_adj_turkmen,,Balçikian
b_provadiya,b_provadiya,,Ovech
b_provadiya,b_provadiya_adj,,
b_provadiya,central_italian,,Provanto
b_provadiya,corsican,,Provanto
b_provadiya,dalmatian,,Provanto
b_provadiya,east_gothic,,Provat
b_provadiya,greek,,Provat
b_provadiya,italian,,Provanto
b_provadiya,ligurian,,Provanto
b_provadiya,neapolitan,,Provanto
b_provadiya,oghuz,,Pravadi
b_provadiya,pecheneg,,Pravadi
b_provadiya,roman,,Provat
b_provadiya,sardinian,,Provanto
b_provadiya,sicilian,,Provanto
b_provadiya,southern_italian,,Provanto
b_provadiya,turkish,,Pravadi
b_provadiya,turkmen,,Pravadi
b_provadiya,tuscan,,Provanto
b_provadiya,venetian,,Provanto
b_kaliakra,b_kaliakra,,Kalikara
b_kaliakra,b_kaliakra_adj,,
b_kaliakra,east_gothic,,Akrai
b_kaliakra,greek,,Akrai
b_kaliakra,oghuz,,Celigra
b_kaliakra,pecheneg,,Celigra
b_kaliakra,roman,,Trissa
b_kaliakra,romanian,,Caliacra
b_kaliakra,turkish,,Celigra
b_kaliakra,turkmen,,Celigra
b_varna,b_varna,,Varna
b_varna,b_varna_adj,,
b_varna,east_gothic,,Odessus
b_varna,greek,,Odessus
b_varna,hungarian,,Várna
b_varna,roman,,Odessus
b_karvuna,b_karvuna,,Karvuna
b_karvuna,b_karvuna_adj,,
b_karvuna,east_gothic,,Krounoi
b_karvuna,greek,,Krounoi
b_karvuna,oghuz,,Balçik
b_karvuna,pecheneg,,Balçik
b_karvuna,roman,,Krounoi
b_karvuna,turkish,,Balçik
b_karvuna,turkmen,,Balçik
c_constantia,PROV510,,Konstanta
c_constantia,c_constantia,,
c_constantia,c_constantia_adj,,Konstantan
c_constantia,c_constantia_adj_alan,,Konstantian
c_constantia,c_constantia_adj_arberian,,Konstantian
c_constantia,c_constantia_adj_armenian,,Konstantian
c_constantia,east_gothic,,Konstantia
c_constantia,c_constantia_adj_georgian,,Konstantian
c_constantia,greek,,Konstantia
c_constantia,c_constantia_adj_greek,,Konstantian
c_constantia,oghuz,,Köstence
c_constantia,c_constantia_adj_oghuz,,Köstencan
c_constantia,pecheneg,,Köstence
c_constantia,roman,,Constantia
c_constantia,romanian,,Constanta
c_constantia,c_constantia_adj_romanian,,Constantan
c_constantia,turkish,,Köstence
c_constantia,c_constantia_adj_turkish,,Köstencan
c_constantia,turkmen,,Köstence
c_constantia,c_constantia_adj_turkmen,,Köstencan
b_vicina,b_vicina,,Vichina
b_vicina,b_vicina_adj,,
b_vicina,east_gothic,,Bitzina
b_vicina,greek,,Bitzina
b_tulcea,b_tulcea,,Tulitsa
b_tulcea,b_tulcea_adj,,
b_tulcea,east_gothic,,Aegyssus
b_tulcea,greek,,Aegyssus
b_tulcea,oghuz,,Tolchu
b_tulcea,pecheneg,,Tolchu
b_tulcea,roman,,Aegyssus
b_tulcea,romanian,,Tulcea
b_tulcea,turkish,,Tolchu
b_tulcea,turkmen,,Tolchu
b_constantia,b_constantia,,Konstanta
b_constantia,b_constantia_adj,,
b_constantia,east_gothic,,Konstantia
b_constantia,greek,,Konstantia
b_constantia,oghuz,,Köstence
b_constantia,pecheneg,,Köstence
b_constantia,roman,,Constantia
b_constantia,romanian,,Constanta
b_constantia,turkish,,Köstence
b_constantia,turkmen,,Köstence
d_adrianopolis,d_adrianopolis,,Plovdiv
d_adrianopolis,d_adrianopolis_adj,,Plovdivian
d_adrianopolis,d_adrianopolis_adj_alan,,Makedonían
d_adrianopolis,andalusian_arabic,,Maqaduniya
d_adrianopolis,d_adrianopolis_adj_andalusian_arabic,,Maqaduniyan
d_adrianopolis,aragonese,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_aragonese,,Philippopolitan
d_adrianopolis,d_adrianopolis_adj_arberian,,Makedonían
d_adrianopolis,d_adrianopolis_adj_armenian,,Makedonían
d_adrianopolis,arpitan,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_arpitan,,Philippopolitan
d_adrianopolis,basque,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_basque,,Philippopolitan
d_adrianopolis,bavarian,,Philippopolis
d_adrianopolis,bedouin_arabic,,Maqaduniya
d_adrianopolis,d_adrianopolis_adj_bedouin_arabic,,Maqaduniyan
d_adrianopolis,castillan,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_castillan,,Philippopolitan
d_adrianopolis,catalan,,Philippopolis
d_adrianopolis,central_italian,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_central_italian,,Philippopolitan
d_adrianopolis,corsican,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_corsican,,Philippopolitan
d_adrianopolis,dalmatian,,Philippopolis
d_adrianopolis,danish,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_danish,,Philippopolitan
d_adrianopolis,dutch,,Philippopolis
d_adrianopolis,east_gothic,,Makedonía
d_adrianopolis,egyptian_arabic,,Maqaduniya
d_adrianopolis,d_adrianopolis_adj_egyptian_arabic,,Maqaduniyan
d_adrianopolis,english,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_english,,Philippopolitan
d_adrianopolis,franconian,,Philippopolis
d_adrianopolis,frankish,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_frankish,,Philippopolitan
d_adrianopolis,d_adrianopolis_adj_georgian,,Makedonían
d_adrianopolis,german,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_german,,Philippopolitan
d_adrianopolis,gothic,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_gothic,,Philippopolitan
d_adrianopolis,greek,,Makedonía
d_adrianopolis,d_adrianopolis_adj_greek,,Makedonían
d_adrianopolis,hungarian,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_hungarian,,Philippopolitan
d_adrianopolis,italian,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_italian,,Philippopolitan
d_adrianopolis,leonese,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_leonese,,Philippopolitan
d_adrianopolis,levantine_arabic,,Maqaduniya
d_adrianopolis,d_adrianopolis_adj_levantine_arabic,,Maqaduniyan
d_adrianopolis,ligurian,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_ligurian,,Philippopolitan
d_adrianopolis,low_frankish,,Philippopolis
d_adrianopolis,low_german,,Philippopolis
d_adrianopolis,low_saxon,,Philippopolis
d_adrianopolis,maghreb_arabic,,Maqaduniya
d_adrianopolis,d_adrianopolis_adj_maghreb_arabic,,Maqaduniyan
d_adrianopolis,masmuda,,Maqaduniya
d_adrianopolis,d_adrianopolis_adj_masmuda,,Maqaduniyan
d_adrianopolis,neapolitan,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_neapolitan,,Philippopolitan
d_adrianopolis,norman,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_norman,,Philippopolitan
d_adrianopolis,norwegian,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_norwegian,,Philippopolitan
d_adrianopolis,occitan,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_occitan,,Philippopolitan
d_adrianopolis,oghuz,,Rumelî
d_adrianopolis,d_adrianopolis_adj_oghuz,,Rumelîan
d_adrianopolis,pecheneg,,Rumelî
d_adrianopolis,sanhaja,,Maqaduniya
d_adrianopolis,d_adrianopolis_adj_sanhaja,,Maqaduniyan
d_adrianopolis,sardinian,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_sardinian,,Philippopolitan
d_adrianopolis,sicilian,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_sicilian,,Philippopolitan
d_adrianopolis,sicilian_arabic,,Maqaduniya
d_adrianopolis,d_adrianopolis_adj_sicilian_arabic,,Maqaduniyan
d_adrianopolis,southern_italian,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_southern_italian,,Philippopolitan
d_adrianopolis,swabian,,Philippopolis
d_adrianopolis,swedish,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_swedish,,Philippopolitan
d_adrianopolis,tagelmust,,Maqaduniya
d_adrianopolis,d_adrianopolis_adj_tagelmust,,Maqaduniyan
d_adrianopolis,thuringian,,Philippopolis
d_adrianopolis,tuareg,,Maqaduniya
d_adrianopolis,d_adrianopolis_adj_tuareg,,Maqaduniyan
d_adrianopolis,turkish,,Rumelî
d_adrianopolis,d_adrianopolis_adj_turkish,,Rumelîan
d_adrianopolis,turkmen,,Rumelî
d_adrianopolis,d_adrianopolis_adj_turkmen,,Rumelîan
d_adrianopolis,tuscan,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_tuscan,,Philippopolitan
d_adrianopolis,venetian,,Philippopolis
d_adrianopolis,d_adrianopolis_adj_venetian,,Philippopolitan
d_adrianopolis,zanata,,Maqaduniya
d_adrianopolis,d_adrianopolis_adj_zanata,,Maqaduniyan
c_adrianopolis,PROV494,,Adrianopol
c_adrianopolis,c_adrianopolis,,
c_adrianopolis,c_adrianopolis_adj,,Adrianopolitan
c_adrianopolis,c_adrianopolis_adj_alan,,Hadrianopolitan
c_adrianopolis,aragonese,,Adrianopolis
c_adrianopolis,c_adrianopolis_adj_aragonese,,Adrianopolitan
c_adrianopolis,c_adrianopolis_adj_arberian,,Hadrianopolitan
c_adrianopolis,c_adrianopolis_adj_armenian,,Hadrianopolitan
c_adrianopolis,arpitan,,Adrianopolis
